class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
n,@breedaniellexo,"Bree Danielle ; Senior ; '14 Indiana State bound next fall . __ Future Nurse . Outgoing . Laid back . Easy to get along with . follow me , I follow back .",bree danielle ___,541,461,1326,2456745433
y,@Rad_Aesthetics,"Experienced Dental Surgeon & Registered Nurse 
Providing Facial Aesthetic treatments to Merseyside and beyond. Clinic dates & Mobile services available.",Radiance Aesthetics,70,461,1784,2774242641
y,@rachel_dumais,"Nurse, Optimist, Nerd, Kindness Advocate, Healthy Lifestyle Enthusiast",Rachel Dumais,2424,460,728,2758648869
y,@LizAllibone,"Nurse. Head of Clinical Education. Chair of @NurseEdUK. Energised by pt care, learning & teaching in practice, human factors Pro animal welfare. Views own",Liz Allibone,1092,460,476,2841111857
y,@KathleenDolphin,"Child of God, Daughter, Mother, Grandmother, Registered Nurse, Patient Advocate, Dog Parent, Aspiring Artist. Future vintage caravan owner.",Kathleen Dolphin,488,460,724,3072457605
n,@montrubytea,"{ Your cup of Tea from Myanmar. } We nurse, plant, manufacture, pack, market and distribute just for your cup of tea.",Mont Ruby Tea,200,460,1084,4082374755
n,@Ohh_Nailah,"WestVirginiaUniversity'19, Future Nurse, Faith is all that's needed__",VintageGal,1585,458,444,2784398128
n,@CutelyPuff,Hello~ I'm Ribbon it's a pleasure to meet you! try not to fall asleep...|Nurse Puff| Lv. 35 #Female #Wild #SSBRP/#PokeRP,Ribbon Puff,576,458,721,2996665527
n,@S3Solutions4U,#Halifax NS Based #Technology Company #Communications #Wireless #Nurse Call #Security #Video Surveillance #Access #cabling #PhoneSystem #VoIP #DATA #Networks,S3 Solutions ,636,457,960,2533226820
n,@ashaaaa_b,21 | IG - ashaaa_b | Student Nurse,Asha,809,457,510,3100457378
n,@pokecon_bot,"END NURSE JOY DEATH PANELS. by @NoraReed. PAY HER! Patreon: https://www.patreon.com/norareed
Paypal: http://paypal.me/norareed",Pokconservative,2228,457,1,4322522602
n,@lyric4596_lyric,"God is 1st, c/o 2015, Future Nurse, #EMCC17 #Lions",Lyric,4423,456,479,2368254330
n,@lewdnurseslut,18+ I'll make it all better ;) #bi #lewdRP #sexRP can be futa NO LIMITS #openDMs,Nurse Jamie,530,455,320,3302097679
n,@bellaaawilson,'I decided long ago never to walk in anyone's shadow' __                                          Student Nurse,Bella Wilson,16,455,994,4366295893
y,@shirley27jones,"Ex nurse. Loves the Arts,  Hates rude people!
Born 27th February.",shirley jones,4366,454,855,3092012093
y,@nightingaleink,"Nurse. Midwife. Teacher. And now, author. I love being healthy, and it's my goal to share tips, hacks, news and recipes that I find useful and interesting :)",Lorraine Nightingale,77,453,558,4377891014
y,@CorpDominatrix,"Role-play your way to success with 6 tactics of the mistress archetypes of The Corporate Dominatrix__ : Goddess, Queen, Amazon, Governess, Nurse & Schoolgirl!",Lisa Robyn Berkowitz,1036,452,394,2511216337
n,@ThaaatsSoRaven,"\_(__)_/ be nice to me, I could be your nurse one day",Raven E Gonzales,8391,452,298,2521788322
y,@QOL4olderadults,Nurse scientist passionate about promoting quality of life for AA with dementia and their family caregivers through healthy activities. RT are not endorsements.,"Fayron Epps,PhD,RN",508,452,781,2670627452
y,@christineloffer,Registered Nurse who jumped into the hospitality world!!!!,Chrissy Loffert,209,452,1194,2713699185
y,@mamma_life,"Mamma to Caroline, Joshua, and Vivian - 1 on earth, 2 waiting for us in heaven | Engaged to my sweet fianc, Tanner | L&D Nurse |",Working Mamma Life,923,450,439,3087581121
y,@ellehcim1Dluv,FoReVeR DIRECTIONER / Loves alden so much / great dreamer / stud. nurse / Ms. STYLES / the writer of my own story / Hi! Louis!,hcim nolamuj,2123,450,890,3109934881
y,@Crazyformascara,"Hi! I'm Rikki! A mommy, wifey, kid nurse, & makeup lover!! Found a new love YOUNIQUE!Instagram @crazyformascara & http://Facebook.com/crazyformascara",Rikki Huffstetler,288,449,1984,2754534927
y,@brieannabee,"1 peter 5:7___, 19, CNA (certified nurse aide),",__Brieanna Mae__,1646,449,862,2914073761
y,@HBarnesPhD,Nurse Practitioner. PhD. Post-Doctoral Fellow @Penn_CHOPR - Fellow at @PennLDI - @PennNursing & Runner.,Hilary Barnes,940,448,629,2407616011
n,@TheFuriousNurse,Wanna find out what I am all about? Follow me,The Furious Nurse,6523,447,422,2369070302
y,@mwleonard64,"Writter, Speaker, Clinical Nurse Educator, RN 28 years. Love writing and sharing creative thoughts and stories. Found my Voice so no stopping me now.",Melanie W Leonard,26,447,1194,2544056774
n,@abbie_tuffin,Student Vet Nurse,Scabby Muffin,365,446,563,2453513682
n,@Thank_A_Nurse,Join us in showing your support for the millions of nurses caring for people worldwide.,Thank A Nurse,552,446,765,2474551664
n,@Davies74E,#Hellomynameis Claire. Patient Experience & Quality Lead for @ManchesterREH  @CMFTNHS Passionate about patient experience & leading change #ProudtoCare #nurse__,Claire Davies,3500,446,977,2496628903
n,@MariniTika2,"29 agustus 1983
Nurse
Married",rini marini,148,446,1029,3249760164
y,@LloydShaz,"im 28, ___ I'm a pallative care nurse for the elderly. love my job. music lover! Done a bit of modelling in my time too. x",Shaz ,3715,445,636,2487234695
y,@O2BAGoonerUSA,"Registered Nurse , US Navy Vet. #Arsenal TILL I DIE Golf #Beatles #LedZeppelin #COYG #Gooners #AFC #FOYS #VCC #GoonerFamily  #Invincibles #Gunners #UpTheGunners",American Gooner,427,445,531,4742800100
y,@Nurse_RK,"ED Nurse, QI Fellow, Darzi Fellow 14/15, Health Foundation Q Founding Cohort. Passionate nurse & service improvement enthusiast. Tweeting in a personal capacity",Rebecca Kenny,929,443,617,2887281471
n,@Indielnd,LAVC #15 ___. Future Registered Nurse _,Linda Gonzalez,943,442,440,2853554042
y,@xxgeexx44,"mummy, nurse, eternal optimist lol",Georgina Prince,10375,442,3637,3384669875
y,@gungirlfungirl,"wife, mother, nurse for 16 years retired at 38, now gun range owner, and big time conspiracy theorist, i believe in life after death, time travel and chocolate",Tyffany Vermaelen,326,441,1928,2824124615
n,@callme_mechelle,future neonatal nurse,kenyatta,1337,440,411,2468208275
n,@SolomonBarroa,"Surreal and Fractal Artist (http://society6.com/solomonbarroa, http://fineartamerica.com/profiles/solomon-barroa.html), Published Author (http://www.amazon.com/Solomon-Barroa-RN/e/B00AV3V34S), Writer, Nurse",Solomon Barroa,2014,440,440,2820410185
y,@KyLehman13,"Novelist, children's author, swim teacher, veterinary nurse in the making, wife to my high school sweetheart & the proud mother of our 3 very tall sons.",Ky Lehman,144,440,486,2834777293
y,@janice_laughlin,"Nurse...Mom...Wife..Freedom-loving, Gun-Toting Conservative",Janice Laughlin,1804,439,1170,2913160128
y,@PJCracknellACC,Assistant County Commissioner (Explorer Scouts) and Training Advisor for @GLNEScouts | DSNL and ADC for @lichfieldscouts | Nurse for @stjohnambulance #London,Phil Cracknell,339,438,1544,2420397589
y,@anntew1,"wife, mum, nurse, travel lover, one of 45%",AnnChicagoScotland,4583,438,1085,2759676790
y,@spicticus,"ED Nurse, father, husband, #chiver #LDS 
Always try and find the humor in everything",bigern,2060,438,956,2911917285
y,@yahner_donrn,"Neonatal Intensive Care Registered Nurse, Daddy Boot Camp Master Coach,Ohio State University",Don Yahner,9788,437,1280,2360587417
n,@Xavieerr17,Gemini. Single. IG: @yaaboiix,Xavier Nurse,3943,437,485,2545328528
y,@marlene7wwp,"Nurse-Healthcare Director, Furnishings, Eternal Optomist",Marlene Miller,188,437,1141,3315113872
y,@MaxLou7,"Songwriter, Lover of Life, Registered Nurse",Louise,1369,437,1854,3387830021
y,@tracyreek,#HellomynameisTracy CYP Nurse & Paediatric Resuscitation Officer @nottmhospitals; 14yrs as PICU nurse @nottmchildrens; Twitter user to #learn #share #network :),Tracy Reek,2902,436,763,2770330575
y,@critic_tv_,Watching you more than you think you know... objectively subjective of things on telly. In my spare time I'm a Emergency Nurse = yes I see weird things.,_Miss_Kim_,786,436,2242,2826393403
n,@MattersNursing,"Nursing Revalidation at your finger tips, being a nurse has never been easier",Nursing Matters,243,436,1987,3369542825
n,@XOsimplybri_,Future Nurse,Brianna brown,2485,435,521,2523365379
n,@RealNurseLife,,Real Nurse Life,71,435,658,3350985179
y,@BoredMurse,"Nurse in Alabama. Graduate of UAB.   

If I am tweeting it must be a boring night.",BoredMurse,358,435,909,3639010697
y,@sfrazee1,Registered Nurse: Passionate about Evidence-Based Practice. Avid Writer & Volunteer Enthusiast. Blessed to be a Mom and Nana.,Sara Frazee,5254,434,286,3300590572
y,@AileenCollier15,"Social Scientist, nurse, disruptive innovator, safety and quality researcher. Passionate about improving palliative care for all. All views are my own",Aileen Collier,1933,433,845,2433010040
n,@lanagraymills,average dancer aspiring to be a great nurse | tc '16,lana,5297,433,429,2754676467
n,@dyoung_97,PT Grad. 2k15|Future Registered Nurse 2k17|My Miracle 02/15/16|Psalm 23:6,Dyoung_97,358,433,704,3234379874
y,@gosia_bal,Practice Development Nurse @BHR_hospitals,Gosia Bal,777,433,536,3291119467
n,@champaynelovely,Mary kay consultant Every step you take in life reflects on your wisdom ! Make every step count __ Future Nurse,I __ BBN,3416,432,450,2731897049
y,@PackMamaMcCall,Single mom to an alpha werewolf teen and his friends. Nurse at a hospital that can never catch a break. #PackMama In Love With: @xRicSaltzmanx [RP],Melissa McCall,2168,431,155,2600425746
n,@welcometofresno,"a movie about the experiences of a male nurse with the women in his life, set in the great city of Fresno",WelcomeToFresno,76,431,2163,2891685960
n,@nursediaryapp,"Your nursing, your life. $1.99 only for a short time. The perfect diary app for nurses everywhere! In Applestore & Google Play. Also see http://www.nursediaryapp.com",Nurse Diary App,23,429,1951,2397254780
n,@nichellesaraii,"Future Nurse Practitioner _ Massage Therapist _ #UCM _ snapchat: nichelleluvvs _ IG: snreese_ _
 ___Just a Queen with a dream trying to make it ___",Nichelle ___,7694,429,366,2428415751
n,@LahbabyBeenDown,#Longlivepj & #Longlivejaylon Love Baby Angel Renee & Baby Karson,Future Nurse !,1233,429,921,3165556939
y,@xinempl,"Oncology Nurse 

The best gift is the gift of Life.",MAICHARD TXChristine,17688,429,69,3333364152
y,@Canadian_Camo22,"small town canadian girl . loves NASCAR, camo and country music. whiskey girl. 22. nurse.",Northern Girl,5018,429,615,3366815902
y,@PerfectStar05,Basketball Skills Website and Camps Founded by NBA Shooting Coach David Nurse (@DavidNurse05) | Tweets by @perfectstarcamp,Perfect Star Camps,312,427,204,2690452393
y,@BohemiMARJ,Naturopathic Nurse | Organic Foodie | Gemini | Follow me for health/wellness/diet & beauty tips! We're all on a journey to being our best version!,marjilla,32,427,409,3077755700
n,@Slavic_Wonder,"Christian, Conservative, #2A, asrospace engineer, father, husband(married to a nurse), fly fisherman, mountaineer, Scotch newbie, Cancer sucks",SlavicWonder,1964,426,732,2516415421
y,@kkat1118,Registered Nurse committed to health and wellness of body and mind. Experience what Juice Plus can do for your body!,Kathy Buccellato,278,425,510,3239002683
y,@loren_jebb,"18, blackpool, dental nurse",Loren Jebb,2391,424,213,2782950459
y,@bandgeek52199,"Part time cashier, part time nurse, full time singer, just a little obsessed with Panic! At The Disco and Brendon Urie.__",Lindsiiiii,2326,424,1049,2938415685
y,@LindahWN,"I am a wife, mother, and grandmother! i am a Faith Community Nurse teaching health education in a holistic approach. Mind, Body, and Spirit!!",Linda,173,423,573,3167930940
y,@myriah_groth,"23 Registered Nurse, Iowa Girl",Myriah Groth,252,423,1717,3406205458
y,@Outlander_PR,"Epic TV show about COSTUMES, Frank, stones, a triangle, some Ginger, and a nurse. But NOT a wet nurse. Season 2 premieres this century. Who's Brie?",Outlander Starz PR,357,423,4,4510335557
n,@AnneRoseEden,"Author of Looking for Eden. What happens when a down-on-her-luck nurse, working in an abortion clinic, finds Jesus?",Anne Rose,735,422,817,2521566661
y,@srnigliazzo,"Poet, Nurse, Author of Scissored Moon (Press 53, 2013)",Stacy Nigliazzo,87,422,588,2595438708
y,@jaguardacudao,fulltime JaDine. partime Nurse. Forever Davao-blood.,JDME UAE *FriDay,22341,422,387,2823803066
y,@Grateful777aj,Greetings! Mental Health Nurse (Male)  Life is a gift! Let's be good to one another! #Endstigma #fitfam #LGBT #Gratitude #MMIW #MentalHealth #ENDALZ #Love,AlexJ,626,422,595,2975099375
y,@southERnMurse15,I am a male nurse in the ER just looking to share the funny and crazy things I see and hear. (not associated with work),SouthERn Murse,163,422,123,3012489972
y,@MariaCamila____,"_ Colombian _ Nurse _
Name in Persian is ____ _
Taken  Johan Sebastian Puerta __",Maria Camila,8187,420,317,2986216973
n,@koupepecom,Koupepe is a Line of stylish tops for breastfeeding mothers! Our mission is to support breastfeeding & help moms  to nurse with comfort and privacy everywhere!,Koupepe apparel,30,420,493,4076259197
n,@PrincessCait12,SWOSU. Future Nurse. IG: caitpaigec,Caitlin Coker,2377,419,576,2635028025
n,@_alreadyamazing,"_Commit to the Lord whatever you do, and your plans will succeed_ |Future Nurse| #GameChanger",Tori _,4271,419,398,2800360292
n,@jsphjo_,snap: aljosdfghjkl ; __ student nurse on duty,ALJO,7386,419,568,3107071968
y,@fragmentsmosaix,"Italophile living in LA. Dream of Venice daily. Deep thinker, mosaic artist, nurse, wife, Mom, Stepmom, Daughter, Sister, Friend. Love family & my chocolate Lab",FRAGMENTSmosaics,3418,418,480,2846305913
n,@pauldavidkenyon,"Husband, Student Nurse, Politically Active, #KeepTheBursary #bursaryorbust, Tweeting in a personal capacity",Paul D Kenyon,1098,418,997,2894639092
y,@JoConnolly_,"Listen, learn, act. Views my own. Proud to be Major Trauma Network Manager and Children's nurse.",Jo Connolly,1611,417,527,2370830323
n,@jordanleebowman,"Animal lover/activist, engaged, mother to my gorgeous son Alyxander, future nurse.   Snapchat : lilmissbowman  Scorpio, __  ___EstebanOvO__",-Jordan Bowman__,3315,417,337,2613846008
y,@Lsmorganjlm,"mom, nurse, ammetuer photographer, and i love my auburn tigers football!",LindseySheltonMorgan,166,417,2070,2715326717
y,@ProsCa_Nurse,Prostate Cancer Specialist Nurse - Views and opinions expressed here are my own.,Christopher McNamara,665,417,1838,2988862301
y,@BrockbankJanet,"Proud northerner, has fab boyfriend, 2 grumpy cats and happy with a nice glass of chardonnay in hand. Surgical nurse and have EDS Classical type #raiseawareness",Janet Brockbank,462,417,2309,3079318587
y,@nurse_JayT,Nurse in Cincinnati Ohio,Jason,1319,417,929,3246779955
n,@quadsandcamo,Joke's on you if you don't follow me because I'm funny as shit. Iowa born and raised. started 12/26/15. Avi is me. Aspiring life flight and trauma nurse.,Titlor,1047,417,250,4658380326
y,@weddedcastlefan,"Crazy about Castle and nuts about Nathan! Registered Nurse, dog lover, & English teacher's kid. Met Nathan on 8-22-15. Krista Allen replied & Molly Quinn RT'd",Sweet Sue,351,416,1020,2887600379
n,@cik_mishiii,"Selalu pesan pd dirii...jangan tertipu dengan manisnya gula2 dunia.. manisnya sementara..azabnya menyeksa disana..bakal nurse.. inshaAllah..^^,",ukhti mAwArrr..=),550,416,915,2921406906
n,@t0mkurus,My Mrs. Nurse__@hvizvhh__,tom,7950,416,250,2950271624
y,@C_McClutchie,"Aesthetics Specialist, Senior Independent Nurse Prescriber/Practitioner & Trainer @sknclinics Cardiff & Bristol. Botox, Fillers, Sclero, Dermatology",Claire Coleman,136,415,385,2761207157
n,@misakimusic0822,Hokkaido__Tenth grader__I like songs____Singer____     everysing__I contribute a song__The dream is a nurse and a pediatrician__Follow me_,__________,52,415,1513,4731736974
n,@TannerJHaas,Add me on Snap: tannerortiz4562. Mursing Major: a man studying to be a nurse; an endangered species.,Tanner Haas,890,414,382,2520408257
y,@ClaraAndrews16,Retired nurse and keen gardener.,Clara Andrews,17,413,1336,2449898599
y,@aapaget,"TAMARAW NURSE, FATIMANIAN DOCTOR",marc,1746,412,178,2371787736
n,@kickypinky,"I'm rizky dizi qodri, Tk kartika II srwjya,SD N 1 kr.endah,Mts RU,SMA N1 GLB,Nurse' Putri Sekolah 011,BGSME 012,Fhoto genic 012,pink:3",kickypinky,573,412,790,2547191818
y,@mary_titchener,"Head of Nursing, Adult Community Health Services, @OxleasNHS. Queen's Nurse. Community nursing is in my blood! Views expressed are my own.",Mary Titchener,933,412,1058,3027155014
y,@NonyeSolomon,"Jesus' favorite baby,amazing daughter, sweetest sister ever,proud Nurse,lover of all tribes, believer in oneness. Nigerian.",Solomon Nonye,163,412,412,3079891912
n,@probs_nurse,Struggling through a nursing degree with about as much composure and sanity as 2007 Britney. Here for all amazing student nurses! love what you do :),Student Nurse Probs,147,411,0,2907578482
y,@ElenaSgrey,"A retired nurse, philanthropist and Partner @Lactoday. Helping the less privileged kids get a brighter future; There is no greater joy!
greystacy506@gmail.com",Elena s. Grey,36,411,1936,3326680481
y,@youniquemorgan,"Founder of WickedLash Confidence builder Instagram @beautiful_opportunity Online beauty business launcher Busy mom of 4, nurse, lover of lattes/Crown/sunshine",Morgan,1027,410,1254,2523989634
n,@nicoleemariiexo,#Future Neonatal Nurse #KSU Engaged to my bestfriend ____,Nicole Forshey :),717,409,664,2438593128
n,@Nurse_Daily,Be the First to Apply for the very latest Nursing Jobs. Tweeting New Health Care jobs Daily. #job #nurse #hiring,Nurse Jobs,49953,409,653,2972849692
y,@RealEstateofCFL,"Helping all with a Real Estate need. Living in Central FL for 30 years. Art is a Registered Nurse US Army Nurse Corp Vet, helping Vets towards home ownership.",ArtW,360,408,708,2873030279
n,@promisseee,future nurse _ BBN _ LACE TF UP  _ jake__,Promise,1646,407,261,2745877366
n,@keegannmarah,"Cuddle me harder, kiss me softer and love me longer -Yours Truly",_Nurse Lezz_,2021,407,235,2904185375
y,@steve_grimbleby,"I am a children's nurse and a rugby fan . I volunteer at Didcot Railway Centre as a Health and Safety Manager, Station Master, Trainee Guard & First Aider",Steve,1932,405,523,2465125427
y,@strongfitfab52,#Healer #Lightworker. #MentalHealth advocate. #nurse #Writer.  #Free resources to heal depression  at http://www.strongfitfabulous.com https://strongfitfabulous.wordpress.com/,Just Jacqueline,2356,405,511,3007383896
y,@ShunGlizzy,Cute enough to stop your heart. Skilled enough to restart it. __ #Nurse #Mom #PatsNation,Regina George,11658,404,321,2734716527
