class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
n,@wozapapulub,"Just me :) 25, student nurse. 3rd year @ DMU. London/Wolverhampton. #teamgreen",Flynn Budgey,1288,675,810,2400711920
y,@sthabile_pkt,Child of God | Jeremiah 29:11| Jesus set me Free | She who Prospers | Student Nurse| The more you don't forgive is the more you delay your breakthrough.,S'thabile Phakathi,1541,674,952,2766772861
y,@AL2Meta0,"I'm a Nurse by profession, but I'm also a Web Designer, Graphics Designer, IT technician and Blogger.I am currently into fitness. I'm a jack of all trades.",AL Yap,230,674,731,2833196675
y,@boobsnsass,coffee addict _ nurse _ nugget and wine lover,xx,5100,673,335,3255993486
y,@NJScosmetics,"To slow the aging process. Aesthetics practitioner and qualified Nurse carrying out anti-wrinkle treatments, lip augmentation, facial fillers in our clinic",Aesthetics Liverpool,600,672,1092,2828540779
y,@nurseslaughing,"Nurse/Wife/Mom to 1 amazing teen daughter.  I don't believe in judging others, Believes in Faith above all. LGBT ALLY.",Laughing Nurse,1759,672,799,3031943819
y,@BiSlutshy,"ssp:@RoselnRoselyn #only #bi #loyal, cellist, mother, child:@Big_Balloon_Ass, mostly follows back, part time nurse, can be futa,",Octavia C. Melody,3869,672,871,3162744829
y,@Katy_lamb_2,Recovery Nurse __ Mum Of Four __ Love God/Family/Friends/Dancing/Music __ This Is My New Account Replacing @Katy_lamb_ ______,____ Katy ____,2332,672,491,4458636449
y,@i_mmk0107,next ____ sgym nurse,_____,30,672,558,4896114528
y,@Calamity_Jayne_,Wigan Warriors & RL fan __ Spinster and Lunatic __ Nurse __ Will always be just a little bit fat. __ Be kind to everyone...including yourself __,Jayne Walsh,9089,671,655,2653986029
n,@zachdrew4,"22, gay, volunteer firefighter, future nurse,coffee addict, & wine enthusiast Insta @ZD212 Snapchat and Tumblr @drew-zach",Zach Drew,1371,670,1547,2363855263
y,@HaileyChristy,"Author, avid reader, motorcycle rider, wanderer, nurse, passionate, fierce and loyal to her core.",Christy Hailey,394,669,1521,2381102466
y,@keepnupwitclaud,Edo Nigerian. Aspiring Nurse Practitioner.Psalms 46:5___,.,13869,669,485,2842170905
y,@anne_slam,"Busy exec nurse. Passions - nursing, NHS, reducing inequity, safety, quality, MH & population health. Apprentice mum, novice cook. Tweets not all my own views!",anne,4086,668,1738,2508348721
n,@JeremyWBrown01,17 & Christian | Future @MSU_Nursing Registered Nurse (RN) | #EagleNation & #BBN | Follow me on Instagram @jeremywbrown01,Jeremy Wade Brown,896,668,2553,2731724085
y,@sinead_mehigan,"Academic, nurse, art and food lover. All views my own...",Sinead Mehigan,6132,668,778,2987037027
y,@lulu_twitch,"Things I love: Destiny, Video Games, Vaughn (Kitty), Cookie Dough, Chapstick Addict,  Partnered Twitch Streamer / Registered NursePSN: lulusoccer",Lulusoccer,1065,668,254,3234610438
n,@jaz_zayy,future neonatal nurse.____,jazz_,5467,663,483,3068624396
y,@gracejclarke,"LIBERIAN GIRL__. Graduate Nurse, 05/2014. SUCCESS Drives me. My daughter is my gratest blessing.",LIB__QUEEN,9877,659,340,2670064570
n,@jess_x91,"24, mother, student nurse! __",Jess,141,659,1520,2741527431
y,@enasharp52,"Retired nurse, out and out Labor supporter,hate the Abbott and Turdball.",Karen,14715,659,767,2849412290
y,@BBC_BJ86,"Full time Mommy, Nurse, Hot Wife, BBC Slut, Bi, lover of redheads! =) Kik: BBC_BJ86",Nurse Joanne,20,657,29,3064291813
n,@BenitoKristen,"kris /Nurse at HISC /#auntiebebes",kris,1688,656,473,2358942596
y,@ian_ianrbruce1,"sailor, mental health nurse, lecturer, humanist, listener, socialist all views my own",Ian Robert Bruce,18120,656,843,3243235132
n,@b0740db96d86409,"HI, my name is Emmette Dillon and I am a producer, writer, model, presenter PR executive and also a staff nurse for good measure",Emmette Dillon,2600,655,1975,2984978542
y,@NursesRoar,"Nurse, views are entirely my own. Opposed to loss of student nurse bursaries. Committed to saving our NHS Also follow: https://www.facebook.com/groups/496714360508822/",Suzie,4406,655,726,4278466167
y,@RedWhiteDrink,"Male NurseBeer, Liquor, America","Red, White, & Drunk",1879,653,914,2604750818
y,@HockeyGirlWendy,biologist/animal lover/scrub nurse/linguist/survivor/scientist/atheist/Blackhawks fan/feminist/Harley Quinn&HelloKitty/Happy Wife,Wendy Darling,18800,653,689,3297778964
y,@DaviesGill14,"Consultant Nurse (MH) NHS Highland passionate about mental health recovery,person-centred quality care/carers and education. RTs and fav my own.",Gillian Davies,1892,652,1463,2476502607
n,@BensonDeja,"__ Future Model Future Fashion Designer Future Nurse",Dej__,3975,652,1182,2923449627
n,@SassySNProbs,"Student Nurse following my passion for people, just trying to keep a straight face.","Jessi, SN",2638,652,318,2992652815
n,@Punc14Zena,2nd Year Student Nurse. For verification please visit: www. http://punc.org.uk. Plymouth University Nursing Cohort (PUNC) 2014. Academic account,@punc14zenah,153,651,1473,2801576451
y,@anamargame,I got lost but I'm found;) Nurse/Dentist at heart and soul 3 I'm nice so be nice :D Promise! :D,anamargarita,56,651,1215,4601039060
y,@TracyCarrillo15,"Registered Nurse, Proud American Conservative , Animal Lover",Tracy Carrillo,4614,650,1229,2468765156
y,@gaoutlander,Forensic Nurse and GA USA OUTLANDER FAN,GA Outlander,3767,650,344,3359157879
y,@babe_nurse,Charge Nurse. LPN to RN. Live to ride. Pierced and tattooed. Minnesota.,NursingBabe24,2635,649,616,2591858437
n,@suftgifsin,17 aos|Nurse Student Future Doctor ___| Good Vibez | Mexican,suftgifsin,17086,649,450,4130797159
n,@meiramiyuPACOS,Live__Yamaguchi 15years old. Dream __Nurse Instagram__http://Instagram.com/meira0801,MEIRA,98,649,179,4442367679
y,@MariaCarb65,"Dedicated Nurse and Mother. Proud Auntie of American Idol Winner Nick Fradiani. Member @nickfradianist",Maria Fradiani,5348,648,689,3094665707
y,@marathonmatron,"Mom, Wife, Nurse, Runner & Triathlete training for my first Ironman. Follow me to IM Mont Tremblant! http://www.facebook.com/marathonsmotivationandmultisport",Angela Campos,499,646,1026,3049444005
y,@ElinaWhitsett,"Life is for living, loving & sharing - banish fear! Veterinary Nurse, DJ, Singer, Artist, Tree Hugger, Book Worm & Film Lover. Believe in the magic of life!",ElinaWhitsett,64,643,1964,2482779391
y,@RA_Kitty21,Universitas Negeri Gorontalo _ S1 keperawatan #nurse,Riska Amelia ILoponu,1310,643,458,2839179129
y,@GraciousHealer,_Be your own anchor.__ __ TW | RP | Detailed. | Keeper of the Supernatural boys and friends. | Nurse. | [[My son: @UndauntedTruth.]],Melissa McCall.,2,643,271,3040387411
n,@dallaswhitesky,i just want my dreams to rescue me | | future nurse with impossible dreams| | XVIII __,whatdoyoumean,5760,641,1119,2562527312
n,@TheVetNurseJnl,"The Veterinary Nurse Journal is the leading independent, peer reviewed publication for vet nurses in the UK.",The Veterinary Nurse,55,641,945,3263943839
y,@nursec1994,"LPN. 21 years old. Liberal. Feminist. ProVax. Studying RN, BSN.",Nurse C.,645,640,414,2959097442
y,@fazel2015,nurse,fazel,1212,639,995,3194748515
y,@RNNightlife,"Nuke your Nightshift and Create the Life you Deserve!! Nurse-Preneur!. Attraction Marketer!! Grab your 5 Steps to Freedom below!!!http://JanBrook.bizbuildermastery.net/",Jan Brook RN,78,638,1121,4709949691
n,@SweetHeartAd,"+2 student, Mummy ko piyari chori,My hobby is to became a nurse. I love travelling,singing,talking .. #live #love #laugh #friendshipforever :)",YoungGirl Sadikshya,288,637,672,3918142392
y,@Shabrina_lfc,a nurse | proud to be a muslimah | Liverpool | RidoNugrahaRahmadin | Consultant Jafra | 143 004 | #ynwa,Metty el-Shabrina,2416,635,579,2468971626
n,@johnjhayzie,"Be good to me I might be your Nurse someday.ii|iv|mcmxcviii|",jhayzie castillo,8149,635,1625,2527393255
y,@VALEITE259,"Love animals & nature, rugby, cricket, history, fantasy, British Horror. If you're not keen on politics don't bother! Welsh. Nurse. Left of 'centre'. Stop TTIP!",Maria C,12232,635,778,2635807604
y,@kidsheroseries,"Clinical Psychologist & Author ~ Books for First Responders & Families (Police, Fire, Paramedic, Military, Nurse) ~ Stories & Workbooks for Heroes!",Dr. Susan Hunt,117,635,425,3269511896
n,@evergreenxqueen,Sassy College Student in the Evergreen State / Future Nurse / Coffee Addict / In Love With My Best Friend,Queen T___,3137,634,567,3104167729
y,@Nannette6988,"Living life & always learning. Mother, nurse & lover of coffee, beer, food & my man...Not necessarily in that order. #boise #nurse #relationships #lovetakeswork",Nan,2263,633,654,2421396602
n,@PristinHomecare,Pristine In-Home Care is a eldercare and childcare company owned and operated by a Registered Nurse ensuring the highest quality of care to individual's.,Pristine Home Care,91,633,700,2959640231
n,@Sassypsycho53,Luke 1:45. Talks a lot & laughs too much. Life begins after Coffee. Too much sass for you. future nurse.,Sassy Thick Chick,386,633,1478,3534304934
y,@saigebartel,2_„£2_„£. Emergency Medical Technician for Sinor EMS Flight nurse/Air Evac Lifeteam is my dream #SWOSU #fitnessislife SNAPCHAT@saaiiiggeee,Saige,2404,632,414,2482256124
n,@tastylacie,Naughty Little Nurse Selling Used Panties,Tasty Lacie,267,629,751,2578995799
y,@Healing_Nurse,Just a naughty nurse working in a hospital. {If you don't read my rules don't rp with me!} |Rp21+|Lesbian|,Nurse Joy,18,629,179,3023788348
y,@ChiefNurseNUH,,Chief Nurse NUH,30,628,52,3011908025
y,@traceyhardy789,Community Matron Long term conditions and tissue viability link nurse,Tracey Hardy,2878,626,952,2513880704
y,@fitnurse2014,23 years old - ICU nurse - getting healthy and learning to love life along the way,NursingFitness,580,626,1291,2743618069
n,@cutejany,24th March. Nurse-Attorney. Aries___,black barbie,1925,625,493,2534946623
y,@PJBeachey,"Love investing Favorite sector emerging #cannabis Industry. Enjoy serving others. Epicure. Nurse. Husband, Father.",Phil Beachey,4497,624,1022,2358999630
n,@StraightANurse,ICU RN with a passion for mentoring students and new nurses. Author of Nursing School Thrive Guide and http://www.straightanursingstudent.com.,Nurse Mo,972,624,171,2522903095
y,@sarahgenove24,Registered Dialysis Nurse | IV Therapist | AlDub/MaiDen/MaiChard fan __,SarahSam__AURORA,39413,623,356,3293805522
n,@alexandra_mh3,Future Nurse in Process. Taken.,Xandra,360,622,1823,2426633114
n,@xoxomissjess,Baylor graduate. Nurse in training,Jessica,13717,622,363,2825297696
y,@MaryJanePP1,Event in life happens in an opportunity || nurse/mum for life || Tatak LizQuen London Europe _,LizQuen 4mumz Uk,19172,622,186,3130622008
y,@SpottedTiger,Co-Owner of @RivalryEsports | Nurse | Streamer | Doesplay Admin | PSN: MissSpottedTiger  http://youtube.com/c/SpOtTeDTiGeR__ ______ @RivalryKnight ______,SpOtTeD,5073,621,832,2945625998
y,@livinglyf12,"I'm a diversed woman.optimist, genuinely loving & caring. God is good!  #nurse/doglover/saladlover/musiclover/fruitnut/traveller/risktaker",143Emmanuelle,360,621,1705,2989774982
y,@AdriannaBlaise,"I am one involved in the beauty of music, dance & art. I am a mother & grandmother. I am a psychiatric nurse.   I Am Second.",AdriannaBlaise,76,620,1693,2482449332
n,@NurseResidency,Let us help you find your first nursing job!,Nurse Residency,455,620,6,2505326335
y,@JonScattergood,"Mental Health Nurse all my working life, You'll always need us! Rock music rules! Comments and views are my own.",Jon Scattergood,4073,620,801,2637984994
y,@MissMaldanoxo,21.Aspiring Nurse. Sister of @LittleHamiltonA Big time wrestling fan.. I'm a runner and a swimmer. I love sports and fashion.,Michelle,214,620,984,2990445213
y,@lauraevelynbee,"Mama to two gorgeous girls, paediatric nurse,  health visitor. Blogging my way through motherhood, beauty, fashion, travels & life.",Laura Evelyn Bee,1418,619,511,2492719579
n,@enRICHment__,"ANWTaking the road less traveled by to get places few people have gone before. Joshua 1:9 #Nurse #Actor #OU17",.,8496,618,829,3235896051
y,@KCLSU_vpeh,Vice President for Education (Health) @KCLSU. Mental Health Nurse. Tweets are my own.,Sophia,1262,617,465,2729477106
y,@Ald0willl,on a mission to educate and change the medical system #usa #world #equality #medicalreform #washingtonDC #education #nurse #tech #corruption #mentalhealth,aldorin williams,507,617,2078,4866119375
y,@nurse_chatter,#NurseChatter__ because #NursesMatter,nurse chatter,84,616,1990,3875447656
y,@RSCH_RespNurses,Team of Resp Nurse Specialists based in both secondary & primary care.Passionate about delivering high quality respiratory care.All views are our own.,RespNurseTeam,546,615,384,2859735379
y,@LifeAsWeNurseIt,"just getting started in the RN, BSN world - night shift float pool - experiencing a little bit of everything and trying to find some humor along the way",Life As We Nurse It,85,612,289,3314544873
n,@sexayy__,"19years young , future nurse , college student",sc:liyahhmarie,4188,611,756,2386165704
n,@iloveon84000179,"My neck,my back,my netflix and my snacks   | _Future Nurse_  |                                            http://MMSadiwa.COM",Matty Acejas Sadiwa___,1329,611,1883,2401399190
y,@Chritty77,"love my girls, ufc, country music and my family! #ufc#countrygirl #fibro #hunting #nurse #smalltownliving",Christy,4438,611,1108,2405293166
y,@Hell_Kitten4,"North Carolina born and raised,Happy mother of four, love my cat and my man, Nurse, Army Veteran.",Giselle Espinosa,83,611,1476,2502303515
y,@moniquehenry15,"Woman of God. Life Success Coach. Motivational Speaker. Registered Nurse. Medical Student. Mom of 6 chickypoohs. CEO of Renewed View Coaching Services, LLC.","Monique Henry, RN",301,611,522,3063910196
y,@BOwensRN89,"Author, Nurse, Inventor, Chairman, Aneurysm Survivor, Husband-to-be, Member for RN Discipline Reform Movement","Brandon Owens, RN",49,611,1964,3116641304
n,@ameliamaryx,Beauty & Lifestyle Blogger | Reading & Baking Enthusiast | 2nd Year Student Nurse_#thegirlgang ameliamaryx@gmail.com,Amelia Larsen,1382,610,435,3423869673
y,@dadahamac,ofw/nurse/jadinefan/wljd member/domo fan/cartoon addict/loves pink/i __james reid/i __ nadine lustre,i __ jadine,3288,609,1065,2869138514
y,@SaraBaduria,Follower of Jesus Christ / Married / Conservative Republican / #Cruz2016  / #NHLDucksfan / Nurse / lover of NYC and San Clemente Beach,Sara,1307,609,636,2879873850
y,@meanimemean,"full time Mainenatics,  part time Nurse",Mean/Mayang,3559,608,105,2491839180
y,@ChrystineShaw,"Retired nurse, love all critters.  I am at that stage in life where I think I will kick my heels up and just die laughing at life.",Chrystine M Shaw,767,608,1963,2890065408
y,@nurse4lyf73,"I AM A NURSE.  Folgers, lots of Folgers! Wicked sense of humor.  Music makes things all right, once it hits U, U feel no pain. Make ur life better or not, ^2U",Sheila Jo,2636,608,2454,4719950390
y,@tanasia_thomas,"Author, Wife, Mother, Teacher, Nurse, Blogger, Inspirational Woman, Follower of Christ.  #SisterPepTalk Movement",AuthorTanasia Thomas,5699,605,568,2581121648
y,@madrigaljulian2,NURSE,Julian Madrigal,2621,605,681,3229936023
y,@andrenigel07,"Nurse, Cake, Biscuits, MH, NE, est 1970 - lying on the floor in the kitchen listening to the radio",_Nigel  Andre _,4568,603,1440,2894974726
y,@TheGayNurse_,"CCRN, Asshole, Gay. I drink vodka and bitch a lot. Avi is me.",Gay Nurse,4079,601,158,3034993179
y,@CaseyDumont,"Westfield Matildas, Sydney FC, Registered Nurse, Animal Lover",Casey Dumont,428,600,214,2478307429
y,@zenkristel,Former LSian__ | Student Nurse |,HEY!zen__,3836,600,1495,2526434468
y,@Onlii4aBoss,#GOD and Family!!!  #Queen unlike the others  #Nurse Takes NO bs,Letece Renee,1236,600,1059,2728808349
n,@jaxiebella,"Intensive Care Unit, Trauma and Open Heart Surgery Recovery, Cardiac Monitor Tech. Loves God. USMC Wife. Registered Nurse Student.",Rubi,3766,600,578,2812674753
n,@LilIowaGirl,Iowa farm girl. Chevy trucks. Cattle barns. Gravel Roads. Future Nurse. #BGNation,M From Iowa,1929,600,460,2952724002
n,@roninicolee,"_KcKcc student_ Court is queen :) _ Your future nurse in the making_Animal lover_ I'm dreaming on a beach _ {Stay humble, homies}",_C__OC__O_,4046,600,448,3085443898
n,@Tr2ck_Baby,God First_ Track and Field.... Future Nurse Practitioner.... Christian S.__ 01.05.16,Accura_,1413,599,894,2444780937
y,@screvmom,"Wife, Nurse and Bama Fan!",RN4Bama,1573,599,1661,3062326842
